,Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers,Number of Present Teachers
6339,2013,314,ABIM,h/teacher,Mixed boarding,15.0,4.0,,19.0,,
6340,2013,314,ABIM,HEADTEACHER,Mixed day,11.0,2.0,,13.0,,
6341,2013,314,ABIM,HEADTEACHER,Mixed day,16.0,4.0,0.0,20.0,,
6342,2013,314,ABIM,DEPUTY,Mixed boarding,16.0,4.0,0.0,20.0,,
6343,2013,314,ABIM,DEPUTY HEADTEACHER,Boys day and boarding,18.0,7.0,,25.0,,
6344,2013,314,ABIM,DEPUTY HEADTEACHER,Boys day and boarding,11.0,6.0,,17.0,,
6345,2013,314,ABIM,TEACHER LEFT IN CHARFE,Mixed boarding,10.0,3.0,,13.0,,
6346,2013,314,ABIM,HEADTEACHER,Mixed day,14.0,1.0,,15.0,,
6347,2013,314,ABIM,DEPUTY HEADTEACHER,Mixed day,10.0,4.0,,14.0,,
6348,2013,314,ABIM,TEACHER LEFT IN CHARGE,Mixed day,12.0,3.0,1.0,15.0,,
6349,2013,314,ABIM,HEADTEACHER,Boys day and boarding,15.0,4.0,,19.0,,
6350,2013,314,ABIM,HEADTEACHER,Mixed day,10.0,4.0,1.0,14.0,,
6351,2013,314,ABIM,HEADTEACHER,Boys boarding,16.0,4.0,,20.0,,
6352,2013,314,ABIM,TEACHER LEFT IN CHARGE,Boys day and boarding,13.0,6.0,1.0,19.0,,
6353,2013,314,ABIM,HEADTEACHER,Boys day and boarding,12.0,6.0,,18.0,,
6354,2013,314,ABIM,,Mixed day,6.0,3.0,0.0,9.0,,
6355,2013,314,ABIM,TEACHER LEFT IN CHARGE,Boys day and boarding,10.0,3.0,,13.0,,
6356,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,16.0,10.0,,26.0,,
6357,2013,301,ADJUMANI,HEADTEACHER,Mixed day,8.0,5.0,0.0,13.0,,
6358,2013,301,ADJUMANI,HEADTEACHER,Mixed day,6.0,3.0,,9.0,,
6359,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,9.0,4.0,1.0,13.0,,
6360,2013,301,ADJUMANI,HEADTEACHER,Mixed day,7.0,3.0,2.0,10.0,,
6361,2013,301,ADJUMANI,HEADTEACHER,Mixed day,8.0,1.0,,9.0,,
6362,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,12.0,8.0,1.0,20.0,,
6363,2013,301,ADJUMANI,HEADTEACHER,Mixed day,10.0,5.0,,15.0,,
6364,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,6.0,3.0,,9.0,,
6365,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,6.0,2.0,1.0,8.0,,
6366,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,5.0,5.0,,10.0,,
6367,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,9.0,5.0,,14.0,,
6368,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,8.0,2.0,1.0,10.0,,
6369,2013,301,ADJUMANI,HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6370,2013,301,ADJUMANI,HEADTEACHER,Mixed day,5.0,3.0,,8.0,,
6371,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,6.0,4.0,,10.0,,
6372,2013,301,ADJUMANI,h/teacher,Mixed day,5.0,4.0,0.0,9.0,,
6373,2013,301,ADJUMANI,TEACHER LEFT IN CHARGE,Mixed day,12.0,6.0,1.0,18.0,,
6374,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,14.0,8.0,0.0,22.0,,
6375,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,9.0,5.0,0.0,14.0,,
6376,2013,301,ADJUMANI,DEPUTY HEADTEACHER,Mixed day,7.0,2.0,1.0,9.0,,
6377,2013,301,ADJUMANI,HEADTEACHER,Mixed day,9.0,1.0,,10.0,,
6378,2013,301,ADJUMANI,headteacher,Mixed day,5.0,9.0,,14.0,,
6379,2013,301,ADJUMANI,HEADTEACHER,Mixed day,5.0,4.0,,9.0,,
6380,2013,301,ADJUMANI,h/teacher,Mixed day,10.0,6.0,0.0,16.0,,
6381,2013,301,ADJUMANI,HEADTEACHER,Mixed day,9.0,6.0,1.0,15.0,,
6382,2013,301,ADJUMANI,HEADTEACHER,Mixed day,6.0,2.0,,8.0,,
6383,2013,301,ADJUMANI,HEADTEACHER,Mixed day,6.0,2.0,,8.0,,
6384,2013,301,ADJUMANI,HEAD TEACHER,Mixed day,7.0,4.0,0.0,11.0,,
6385,2013,301,ADJUMANI,HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6386,2013,315,AMOLATAR,HEADTEACHER,Mixed day,10.0,2.0,,12.0,,
6387,2013,315,AMOLATAR,HEADTEACHER,Mixed day,8.0,4.0,,12.0,,
6388,2013,315,AMOLATAR,H/T,Mixed day,15.0,1.0,0.0,16.0,,
6389,2013,315,AMOLATAR,HEADTEACHER,Mixed day,1.0,3.0,2.0,17.0,,
6390,2013,315,AMOLATAR,HEADTEACHER,Mixed day,15.0,1.0,,16.0,,
6391,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,8.0,3.0,,11.0,,
6392,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,17.0,7.0,0.0,24.0,,
6393,2013,315,AMOLATAR,HEADTEACHER,Mixed day,10.0,1.0,0.0,11.0,,
6394,2013,315,AMOLATAR,TEACHER LEFT IN CHARGE,Mixed day,8.0,2.0,0.0,10.0,,
6395,2013,315,AMOLATAR,,,,,,,,
6396,2013,315,AMOLATAR,HEADTEACHER,Mixed day,13.0,3.0,,16.0,,
6397,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,12.0,1.0,,13.0,,
6398,2013,315,AMOLATAR,HEADTEACHER,Mixed day,17.0,3.0,,20.0,,
6399,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,13.0,1.0,,14.0,,
6400,2013,315,AMOLATAR,DEPUTY  HEAD,Mixed day,12.0,2.0,1.0,14.0,,
6401,2013,315,AMOLATAR,HEADTEACHER,Mixed day,14.0,1.0,,15.0,,
6402,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,11.0,2.0,2.0,13.0,,
6403,2013,315,AMOLATAR,HEADTEACHER,Boys day and boarding,14.0,4.0,,18.0,,
6404,2013,315,AMOLATAR,HEADTEACHER,Mixed day,10.0,2.0,0.0,12.0,,
6405,2013,315,AMOLATAR,DEPUTY  HEAD,Mixed day,12.0,1.0,1.0,13.0,,
6406,2013,315,AMOLATAR,DEP H/T,Mixed day,9.0,2.0,1.0,11.0,,
6407,2013,315,AMOLATAR,HEADTEACHER,Mixed day,12.0,5.0,1.0,17.0,,
6408,2013,315,AMOLATAR,HEADTEACHER,Mixed day,8.0,5.0,0.0,13.0,,
6409,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,10.0,1.0,1.0,12.0,,
6410,2013,315,AMOLATAR,H/T,Mixed day,11.0,2.0,0.0,13.0,,
6411,2013,315,AMOLATAR,HEADTEACHER,Mixed day,14.0,2.0,0.0,16.0,,
6412,2013,315,AMOLATAR,DEPUTY HEADTEACHER,Mixed day,9.0,1.0,0.0,10.0,,
6413,2013,315,AMOLATAR,HEADTEACHER,Mixed day,9.0,2.0,,11.0,,
6414,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,13.0,2.0,0.0,15.0,,
6415,2013,316,AMURU,HEAD TEACHER,Mixed day,16.0,4.0,1.0,20.0,,
6416,2013,316,AMURU,HEADTEACHER,Mixed day,10.0,3.0,,13.0,,
6417,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,12.0,8.0,1.0,20.0,,
6418,2013,316,AMURU,HEADTEACHER,,28.0,10.0,2.0,38.0,,
6419,2013,316,AMURU,h/teacher,Mixed day,8.0,4.0,2.0,12.0,,
6420,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,12.0,3.0,1.0,15.0,,
6421,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,19.0,7.0,3.0,26.0,,
6422,2013,316,AMURU,HEADTEACHER,Mixed day,4.0,1.0,,5.0,,
6423,2013,316,AMURU,HEADTEACHER,Mixed day,25.0,5.0,,,,
6424,2013,316,AMURU,HEADTEACHER,Mixed day,6.0,4.0,1.0,10.0,,
6425,2013,316,AMURU,HEADTEACHER,Mixed day,10.0,12.0,,22.0,,
6426,2013,316,AMURU,deputy headteacher,Mixed day,14.0,5.0,,19.0,,
6427,2013,316,AMURU,HEADTEACHER,Mixed day,7.0,3.0,0.0,10.0,,
6428,2013,316,AMURU,HEADTEACTHER,Mixed day,13.0,2.0,,15.0,,
6429,2013,316,AMURU,HEADTEACHER,Mixed day,11.0,3.0,0.0,14.0,,
6430,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,6.0,2.0,,8.0,,
6431,2013,316,AMURU,DEPUTY  HEAD,Mixed day,7.0,4.0,,,,
6432,2013,316,AMURU,HEADTEACHER,Mixed day,7.0,2.0,1.0,9.0,,
6433,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,12.0,8.0,2.0,20.0,,
6434,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed day,10.0,2.0,1.0,12.0,,
6435,2013,316,AMURU,TEACHER LEFT IN CHARGE,Mixed day,7.0,4.0,,,,
6436,2013,316,AMURU,DEPUTY HEADTEACHER,Mixed boarding,14.0,5.0,3.0,19.0,,
6437,2013,316,AMURU,d/teacher,Mixed day,11.0,4.0,3.0,15.0,,
6438,2013,316,AMURU,HEAD TEACHER,Mixed day,9.0,5.0,9.0,14.0,,
6439,2013,316,AMURU,headteacher,Mixed day,9.0,4.0,0.0,13.0,,
6440,2013,302,APAC,H/T,Mixed day,23.0,4.0,2.0,27.0,,
6441,2013,302,APAC,HEADTEACHER,Mixed day,13.0,3.0,,16.0,,
6442,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,10.0,3.0,1.0,13.0,,
6443,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,21.0,3.0,,24.0,,
6444,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,7.0,,,7.0,,
6445,2013,302,APAC,HEADTEACHER,Mixed day,11.0,3.0,,14.0,,
6446,2013,302,APAC,HEADTEACHER,,12.0,1.0,0.0,13.0,,
6447,2013,302,APAC,HEADTEACHER,Mixed day,8.0,1.0,,9.0,,
6448,2013,302,APAC,H/T,Mixed day,13.0,2.0,,15.0,,
6449,2013,302,APAC,HEADTEACHER,Mixed day,9.0,4.0,,13.0,,
6450,2013,302,APAC,DEPUTY HEADTEACHER,Boys boarding,17.0,5.0,6.0,22.0,,
6451,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,16.0,2.0,1.0,18.0,,
6452,2013,302,APAC,HEADTEACHER,,21.0,7.0,,28.0,,
6453,2013,302,APAC,HEADTEACHER,Mixed day,13.0,3.0,0.0,16.0,,
6454,2013,302,APAC,HEADTEACHER,Mixed day,9.0,4.0,0.0,13.0,,
6455,2013,302,APAC,HEADTEACHER,Mixed day,20.0,8.0,2.0,28.0,,
6456,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,10.0,4.0,1.0,14.0,,
6457,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,8.0,1.0,,9.0,,
6458,2013,302,APAC,HEADTEACHER,Mixed boarding,8.0,3.0,0.0,11.0,,
6459,2013,302,APAC,HEADTEACHER,Boys day and boarding,9.0,3.0,1.0,12.0,,
6460,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,13.0,9.0,,22.0,,
6461,2013,302,APAC,H/T,Mixed day,12.0,1.0,1.0,13.0,,
6462,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,13.0,3.0,1.0,16.0,,
6463,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,7.0,6.0,0.0,13.0,,
6464,2013,302,APAC,DEPUTY HEADTEACHER,Mixed boarding,16.0,7.0,2.0,23.0,,
6465,2013,302,APAC,TEACHER LEFT IN CHARGE,Mixed day,12.0,4.0,,16.0,,
6466,2013,302,APAC,HEADTEACHER,Mixed day,8.0,1.0,,9.0,,
6467,2013,302,APAC,DEPUTY HEADTEACHER,Mixed day,7.0,4.0,1.0,11.0,,
6468,2013,302,APAC,HEADTEACHER,Mixed day,14.0,8.0,1.0,22.0,,
6469,2013,302,APAC,HEADTEACHER,Mixed day,6.0,4.0,,10.0,,
6470,2013,303,ARUA,HEADTEACHER,Mixed day,9.0,6.0,,15.0,,
6471,2013,303,ARUA,HEADTEACHER,Mixed day,11.0,17.0,,28.0,,
6472,2013,303,ARUA,HEADTEACHER,Mixed day,10.0,4.0,,14.0,,
6473,2013,303,ARUA,HEADTEACHER,Mixed day,10.0,2.0,1.0,12.0,,
6474,2013,303,ARUA,HEADTEACHER,Mixed day,6.0,3.0,,9.0,,
6475,2013,303,ARUA,HEADTEACHER,Mixed day,6.0,4.0,,10.0,,
6476,2013,303,ARUA,HEADTEACHER,Mixed day,11.0,12.0,,23.0,,
6477,2013,303,ARUA,DEPUTY HEADTEACHER,Mixed day,5.0,18.0,0.0,23.0,,
6478,2013,303,ARUA,HEADTEACHER,Mixed day,19.0,8.0,4.0,27.0,,
6479,2013,303,ARUA,HEADTEACHER,Mixed day,11.0,16.0,1.0,27.0,,
6480,2013,303,ARUA,HEADTEACHER,Mixed day,10.0,8.0,,18.0,,
6481,2013,303,ARUA,TEACHER LEFT IN CHR=ARGE,Mixed day,,,,,,
6482,2013,303,ARUA,DEPUTY HEADTEACHER,Mixed day,8.0,3.0,,11.0,,
6483,2013,303,ARUA,DEPUTY HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6484,2013,303,ARUA,DEPUTY HEADTEACHER,Mixed day,12.0,4.0,,16.0,,
6485,2013,303,ARUA,TEACHER LEFT IN CHARGE,Mixed day,9.0,14.0,,23.0,,
6486,2013,303,ARUA,HEADTEACHER,Boys day and boarding,18.0,15.0,4.0,32.0,,
6487,2013,303,ARUA,HEADTEACHER,Mixed day,11.0,3.0,,14.0,,
6488,2013,303,ARUA,DEPUTY HEADTEACHER,Mixed day,7.0,6.0,1.0,13.0,,
6489,2013,303,ARUA,DEPUTY,Mixed day,5.0,11.0,,16.0,,
6490,2013,317,DOKOLO,DEPUTY HEADTEACHER,Mixed day,9.0,4.0,,13.0,,
6491,2013,317,DOKOLO,HEADTEACHER,Mixed day,8.0,4.0,0.0,12.0,,
6492,2013,317,DOKOLO,DEPUTY,Boys day and boarding,11.0,1.0,,12.0,,
6493,2013,317,DOKOLO,HEADTEACHER,Mixed day,9.0,2.0,,11.0,,
6494,2013,317,DOKOLO,HEADTEACHER,Mixed boarding,12.0,1.0,0.0,13.0,,
6495,2013,317,DOKOLO,DEPUTY HEAD TEACHER,Boys day and boarding,14.0,5.0,3.0,19.0,,
6496,2013,317,DOKOLO,HEADTEACHER,Mixed day,12.0,5.0,,17.0,,
6497,2013,317,DOKOLO,HEADTEACHER,Mixed day,12.0,4.0,,16.0,,
6498,2013,317,DOKOLO,DEPUTY HEADTEACHER,Mixed day,16.0,1.0,2.0,17.0,,
6499,2013,317,DOKOLO,d/teacher,Mixed day,11.0,2.0,1.0,13.0,,
6500,2013,317,DOKOLO,HEADTEACHER,Mixed day,5.0,3.0,,8.0,,
6501,2013,317,DOKOLO,HEADTEACHER,Mixed day,12.0,4.0,0.0,16.0,,
6502,2013,317,DOKOLO,HEASTEACHER,Mixed day,9.0,4.0,1.0,13.0,,
6503,2013,317,DOKOLO,DEPUTY HEADTEACHER,Mixed day,7.0,1.0,1.0,8.0,,
6504,2013,317,DOKOLO,,,,,,,,
6505,2013,317,DOKOLO,HEADTEACHER,Mixed boarding,12.0,2.0,2.0,14.0,,
6506,2013,317,DOKOLO,DEPUTY HEADTEACHER,Mixed boarding,11.0,1.0,,12.0,,
6507,2013,317,DOKOLO,DEPUTY HEAD TEACHER,Mixed day,10.0,3.0,9.0,13.0,,
6508,2013,317,DOKOLO,HEAD TEACHER,Mixed day,14.0,1.0,,15.0,,
6509,2013,317,DOKOLO,HEADTEACHER,Mixed boarding,14.0,5.0,,19.0,,
6510,2013,317,DOKOLO,HEADTEACHER,Mixed day,9.0,2.0,,11.0,,
6511,2013,317,DOKOLO,DEPUTY HEADTEACHER,,11.0,2.0,,13.0,,
6512,2013,317,DOKOLO,h/teacher,Mixed day,6.0,4.0,0.0,10.0,,
6513,2013,317,DOKOLO,TEACHER LEFT IN CHARGE,Boys day and boarding,10.0,,1.0,10.0,,
6514,2013,317,DOKOLO,DEPUTY HEADTEACHER,Boys boarding,14.0,2.0,0.0,16.0,,
6515,2013,317,DOKOLO,HEADTEACHER,Mixed day,10.0,1.0,,11.0,,
6516,2013,317,DOKOLO,HEADTEACHER,Mixed day,11.0,2.0,1.0,13.0,,
6517,2013,317,DOKOLO,HEAD TEACHER,Mixed day,9.0,2.0,,11.0,,
6518,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,8.0,6.0,,14.0,,
6519,2013,304,GULU,HEADTEACHER,Mixed day,10.0,5.0,1.0,15.0,,
6520,2013,304,GULU,HEADTEACHER,Mixed day,8.0,10.0,1.0,18.0,,
6521,2013,304,GULU,HEADTEACHER,Mixed day,12.0,16.0,,28.0,,
6522,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,8.0,9.0,4.0,17.0,,
6523,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,18.0,25.0,1.0,43.0,,
6524,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,5.0,4.0,3.0,9.0,,
6525,2013,304,GULU,deputy headteacher,Mixed day,9.0,7.0,2.0,16.0,,
6526,2013,304,GULU,d/teacher,Mixed day,10.0,4.0,0.0,14.0,,
6527,2013,304,GULU,HEADTEACHER,Mixed day,8.0,7.0,1.0,15.0,,
6528,2013,304,GULU,TEACHER LEFT IN CHARGE,Mixed day,6.0,1.0,,7.0,,
6529,2013,304,GULU,TEACHER LEFT IN CHARGE,Mixed day,10.0,6.0,0.0,17.0,,
6530,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,10.0,1.0,2.0,11.0,,
6531,2013,304,GULU,,Mixed day,9.0,11.0,,20.0,,
6532,2013,304,GULU,HEADTEACHER,Mixed day,10.0,19.0,,29.0,,
6533,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,16.0,21.0,,37.0,,
6534,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,5.0,10.0,,15.0,,
6535,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,13.0,3.0,,15.0,,
6536,2013,304,GULU,HEADTEACHER,Mixed day,9.0,10.0,1.0,19.0,,
6537,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,7.0,9.0,1.0,16.0,,
6538,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,15.0,10.0,1.0,25.0,,
6539,2013,304,GULU,DEPUTY HEADTECHER,Mixed day,12.0,5.0,1.0,17.0,,
6540,2013,304,GULU,,Mixed day,15.0,2.0,1.0,17.0,,
6541,2013,304,GULU,TEACHER LEFT IN CHARGE,Mixed day,13.0,6.0,,19.0,,
6542,2013,304,GULU,HEADTEACHER,Mixed day,7.0,4.0,,11.0,,
6543,2013,304,GULU,TEACHER IN CHARGE,Mixed day,7.0,3.0,,10.0,,
6544,2013,304,GULU,DEPUTY HEADTEACHER,Mixed day,11.0,4.0,,15.0,,
6545,2013,304,GULU,HEADTEACHER,Mixed day,4.0,16.0,,20.0,,
6546,2013,304,GULU,HEADTEACHER,Mixed day,4.0,8.0,0.0,12.0,,
6547,2013,304,GULU,HEADTEACHER,Mixed day,11.0,3.0,,14.0,,
6548,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,7.0,2.0,,9.0,,
6549,2013,318,KAABONG,headteacher,Mixed day,14.0,0.0,1.0,14.0,,
6550,2013,318,KAABONG,HEADTEACHER,Mixed day,7.0,,,7.0,,
6551,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed boarding,10.0,2.0,1.0,12.0,,
6552,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6553,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,7.0,2.0,0.0,9.0,,
6554,2013,318,KAABONG,HEADTEACHER,Mixed day,10.0,2.0,0.0,12.0,,
6555,2013,318,KAABONG,HEADTEACHER,Mixed day,6.0,1.0,,7.0,,
6556,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,4.0,0.0,,4.0,,
6557,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,7.0,3.0,,10.0,,
6558,2013,318,KAABONG,TEACHER LEFT IN CHARGE,Mixed day,11.0,2.0,0.0,13.0,,
6559,2013,318,KAABONG,HEADTEACHER,Mixed day,7.0,3.0,,10.0,,
6560,2013,318,KAABONG,HEADTEACHER,Mixed day,9.0,1.0,0.0,10.0,,
6561,2013,318,KAABONG,DEPUTY HEADTEACHER,Boys day and boarding,10.0,2.0,1.0,12.0,,
6562,2013,318,KAABONG,TEACHER  LEFT  IN  CARGE,Mixed day,10.0,3.0,0.0,13.0,,
6563,2013,318,KAABONG,TEACHER LEFT IN CHARGE,Mixed day,6.0,0.0,0.0,6.0,,
6564,2013,318,KAABONG,TEACHER LEFT IN CHARGE,Boys day and boarding,10.0,2.0,,12.0,,
6565,2013,318,KAABONG,dep teacher,Mixed day,5.0,1.0,0.0,6.0,,
6566,2013,318,KAABONG,h/teacher,Mixed day,4.0,1.0,0.0,5.0,,
6567,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,7.0,2.0,0.0,9.0,,
6568,2013,318,KAABONG,HEADTEACHER,Boys day and boarding,8.0,3.0,1.0,11.0,,
6569,2013,318,KAABONG,HEADTEACHER,,8.0,1.0,,9.0,,
6570,2013,318,KAABONG,HEADTEACHERDEPUTY HEADTEACHER,Mixed day,7.0,1.0,1.0,8.0,,
6571,2013,318,KAABONG,TEACHER LEFT IN CHARGE,Mixed day,7.0,1.0,,8.0,,
6572,2013,318,KAABONG,DEPUTY HEADTEACHER,Mixed day,12.0,2.0,0.0,14.0,,
6573,2013,318,KAABONG,DEPUTY HEAD TEACHER,Mixed boarding,11.0,1.0,0.0,12.0,,
6574,2013,318,KAABONG,HEADTEACHER,Mixed day,5.0,1.0,,6.0,,
6575,2013,318,KAABONG,HEADTEACHER,Boys day and boarding,8.0,,,8.0,,
6576,2013,318,KAABONG,DEPUTY  HEAD,Mixed day,7.0,2.0,0.0,9.0,,
6577,2013,318,KAABONG,DPUTY,Mixed day,7.0,2.0,,9.0,,
6578,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,7.0,5.0,1.0,12.0,,
6579,2013,305,KITGUM,HEADTEACHER,Mixed day,6.0,5.0,2.0,11.0,,
6580,2013,305,KITGUM,H\T,Mixed day,6.0,3.0,0.0,9.0,,
6581,2013,305,KITGUM,HEADTEACHER,Mixed day,4.0,1.0,,5.0,,
6582,2013,305,KITGUM,HEADTEACHER,Mixed day,9.0,8.0,1.0,17.0,,
6583,2013,305,KITGUM,HEADTEACHER,Mixed day,6.0,2.0,,8.0,,
6584,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,6.0,1.0,0.0,7.0,,
6585,2013,305,KITGUM,HEADTEACHER,Mixed day,8.0,1.0,0.0,9.0,,
6586,2013,305,KITGUM,DEPUTY HEADTEACHER,Mixed day,5.0,2.0,2.0,7.0,,
6587,2013,305,KITGUM,headtecaher,Mixed day,10.0,3.0,0.0,13.0,,
6588,2013,305,KITGUM,DEPUTY HEAD,Mixed day,23.0,18.0,2.0,41.0,,
6589,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,10.0,5.0,1.0,15.0,,
6590,2013,305,KITGUM,HEADTEACHER,Mixed day,5.0,7.0,0.0,12.0,,
6591,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,6.0,2.0,0.0,8.0,,
6592,2013,305,KITGUM,HEADTEACHER,Mixed day,8.0,2.0,,10.0,,
6593,2013,305,KITGUM,HEADTEACHER,Mixed day,,,,6.0,,
6594,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,6.0,1.0,,7.0,,
6595,2013,305,KITGUM,HEADTEACHER,Mixed day,5.0,1.0,6.0,6.0,,
6596,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,8.0,4.0,0.0,12.0,,
6597,2013,305,KITGUM,TEACHER LEFT IN CHARGE,Mixed day,6.0,1.0,0.0,7.0,,
6598,2013,305,KITGUM,HEADTEACHER,Mixed day,6.0,2.0,,8.0,,
6599,2013,305,KITGUM,HEADTEACHER,Mixed day,12.0,9.0,3.0,21.0,,
6600,2013,305,KITGUM,TEACHER LEFT  IN CHARGE,Mixed day,8.0,3.0,0.0,11.0,,
6601,2013,305,KITGUM,H/TEACHER,Mixed day,7.0,0.0,0.0,7.0,,
6602,2013,305,KITGUM,HEADTEACHER,Mixed day,7.0,1.0,,8.0,,
6603,2013,305,KITGUM,HEADTEACHER,Mixed day,5.0,2.0,,7.0,,
6604,2013,305,KITGUM,DEP. H/T,,8.0,1.0,0.0,10.0,,
6605,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,28.0,17.0,1.0,45.0,,
6606,2013,319,KOBOKO,HEADTEACHER,Mixed day,7.0,4.0,,11.0,,
6607,2013,319,KOBOKO,HEADTEACHER,Mixed boarding,12.0,4.0,,16.0,,
6608,2013,319,KOBOKO,HEADTEACHER,Mixed day,8.0,2.0,,,,
6609,2013,319,KOBOKO,h/teacher,Mixed day,10.0,2.0,0.0,12.0,,
6610,2013,319,KOBOKO,HEADTEACHER,Mixed day,6.0,1.0,,7.0,,
6611,2013,319,KOBOKO,HEADTEACHER,Mixed day,10.0,3.0,,13.0,,
6612,2013,319,KOBOKO,DEPUTY HEAD TEACHER,Mixed day,12.0,2.0,,14.0,,
6613,2013,319,KOBOKO,DEPUTY  HEAD,Mixed day,,,,,,
6614,2013,319,KOBOKO,HEAD TEACHER,Mixed day,7.0,3.0,,10.0,,
6615,2013,319,KOBOKO,HEADTEACHER,Mixed day,15.0,6.0,,21.0,,
6616,2013,319,KOBOKO,h/teacher,Mixed day,10.0,10.0,1.0,20.0,,
6617,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,6.0,3.0,,9.0,,
6618,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,11.0,3.0,1.0,14.0,,
6619,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,12.0,1.0,0.0,13.0,,
6620,2013,319,KOBOKO,HEADTEACHER,Mixed day,10.0,5.0,,15.0,,
6621,2013,319,KOBOKO,HEADTEACHER,Mixed day,5.0,4.0,,9.0,,
6622,2013,319,KOBOKO,HEADTEACHER,Mixed day,6.0,4.0,,10.0,,
6623,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,19.0,8.0,,27.0,,
6624,2013,319,KOBOKO,HEADTEACHER,Mixed day,8.0,7.0,,15.0,,
6625,2013,319,KOBOKO,DEPUTY HEAD TEACHER,Mixed day,36.0,13.0,,49.0,,
6626,2013,319,KOBOKO,HEADTEACHER,Mixed day,8.0,2.0,,10.0,,
6627,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,11.0,1.0,,12.0,,
6628,2013,319,KOBOKO,headteacher,Mixed day,14.0,1.0,0.0,15.0,,
6629,2013,319,KOBOKO,HEADTEACHER,Mixed day,12.0,1.0,,13.0,,
6630,2013,319,KOBOKO,HEADTEACHER,Mixed day,11.0,3.0,,14.0,,
